Posted date,Star rating,Review text,Source,Fetched at (UTC)
3-Feb-26,1,"I contacted FedEx Denmark to request an export price correction, but the staff was extremely cold and unhelpful. Instead of assisting with the amendment process, they just gave me the runaround and told me to ""ask Customs."" As a major carrier, they should take responsibility for their documentation errors or at least guide the customer. Disappointing experience.",Trustpilot – FedEx (www.fedex.com),
"Januaryy 22,2026",1,"Don't ship with FEDEX
Don't ship with FEDEX - the post office is more reliable. My international package was to be delivered in 4 days. I shipped the Monday, from Bronx, New York to Kingston, Jamaica. It spent 49 hours in Miami - unacceptable. It reached Jamaica on Friday evening. The delivery date was updated on the website from Thursday, January 29th to Monday, February 2. The package spent another day at a local FEDEX shipment centre which was less than 2 miles away from the shipment centre where I had shipped with instructions for it to be held there for the receiver to pick up. When I noticed that the package was not moving, I called to ask FEDEX if the package could be held at the location where it was stuck - and they said they could not guarantee that. To my dismay, they updated the delivery date again to the Wednesday. The telephone number of my recipient was on the package - no one thought to call. Why would they try to hold my package for an additional 2 days when it was less than 2 miles away from their own FEDEX centre where it was to be collected? I asked the recipient to present himself to the location with his ID, and that is how the package was received. The package could have been collected a day earlier if only FEDEX representatives were caring. I kept telling them the distance between where the package was and the destination address (which they should have known because both are FEDEX facilities). The recipient could have collected the package at least a day earlier. FEDEX did not care.

I now am trying to file a claim to get back at least a part of my money; however, FEDEX requires that I open an account with them and provide my banking details. I do not want to put my banking information out there. After all that transpired, I do not trust FEDEX. This requirement to file a claim by requesting your banking information seems to be a way of deterring customers from filing claim. I can't imagine many people wanting to provide their banking information given the circumstances. This is definitely a calculated decision on FEDEX' part to do this to dissuade customers from going through the process. Why is my banking information needed to file a claim? All that is necessary should be my name, address, tracking number, details of what transpired - which FEDEX has access to. It is all there on their website, FEDEX should mail me a check for the inconvenience and unprofessional service they provided. My package took more than twice the amount of time promised to be delivered - instead of 4 days, it took 9 days. Had I not intervened, the package would have taken 11 days to reach the recipient. Surely, the post office would have delivered sooner. I should not have to pay for express delivery for this slow service.

",Trustpilot – FedEx (www.fedex.com),
3-Feb-26,5,"Awesome employee experience
The employee who delivered my moms package today went above and beyond, there was snow on the ground and on the porch so he knocked on the door to hand deliver the item so it didn’t get wet! I’m am very impressed and thankful for his kindness",Trustpilot – FedEx (www.fedex.com),
2-Feb-26,1,"Worst customer service
We tried to contact fed ex multiple times due to it said we received all 3 packages for building a shed. We left multiple messages and never received a call back. We called again last night sat on hold to speak with someone and when we finally got someone she told us we needed to contact the sending company and the need to file a claim. I told her we had already spoke with them and they said weneeded to speak with fed ex. We tracked down our missing package and someone signed for it in another state. I told her I wanted to speak with a supervisor and she said that wasn't an option. We still haven't resolved our problem because nobody will help us. Fed ex has been a huge let down and I wanted to share the horrible customer service we received!",Trustpilot – FedEx (www.fedex.com),
3-Feb-26,1,"Every time I pay for second day my packages get lost, very frustrating dealing with fedex!",Trustpilot – FedEx (www.fedex.com),
3-Feb-26,1,"If I could 0 stars I would. Had a package to come, was not home and was left a door tag. Called and requested it be pulled off the truck so I could come into location and sign. I was told, after spending 45 minutes for girl to complete, that she would schedule delivery between 4:30 and 8:30, and someone would call to confirm. LIES LIES LIES. nope got another door tag, called and was told this could not be done, and they would make delivery tomorrow, despite me repeatedly stating no one would be here.
WORST CUSTOMER SERVICE EVER. WOULD NEVER SEND A PACKAGE WITH THEM, EVER!!!!!",Trustpilot – FedEx (www.fedex.com),
3-Feb-26,1,"Delayed Package/Rude Customer Service
I had ordered my item on January 26, 2026 on Wayfair. It is understandable that inclement weather had created a delay with the shipping. However, it is now February 3, 2026. When I follow-up on the tracking with Fed Ex, the website would provide me with misinformation. Fed Ex would mention a delivery on the day of me checking the tracking. Subsequently, it would then inform me that the packages would be delivered the next day. At this point, I’ve been experiencing this delay for close to - if not - over a week. I can recount calling Fed Ex. Due to my back issues, I had called Fed Ex to request that they deliver the package directly to my apartment- with the assistance of the leasing consultants to bring the packages inside my unit or at the front door. One agent just reiterated the tracking like a robot, and before I could speak, she transferred me to the automated review line. I called again, as the male agent started with his scripted speaking points for my information, I had interjected to make him aware for the purpose of my call, he then immediately transfers me to the automated review line. Upon the third call, the agent was extremely helpful. However, despite requesting packages be delivered to my front door, the Fed Ex delivery driver placed one of my packages in the Luxer Storage Room at my apartment building. That particular package was ordered after the aforementioned packages that I am still waiting for delivery. I don’t know what’s going on with Fed Ex, but they have really disappointed me.",Trustpilot – FedEx (www.fedex.com),
3-Feb-26,1,"Do not touch this company if you are a collector and value your prised items.
We haven't received a delivery in over a week and no tracking update.
Poor service, would never recommend them to anyone in the collector fraternity",Trustpilot – FedEx (www.fedex.com),
29-Jan-26,1,Well fedex are appalling 2 days running parcel should have arrived no it dident looked at tracking it was in Newcastle then went to Stansted’ what a joke had a call from fedex said they don’t have my. House number what is going on Iv tried to cancel this parcel it’s paint for gods sake probably thrown everywhere I ordered from Argos so that won’t be happening again utter shambles of a firm,Trustpilot – FedEx (www.fedex.com),
29-Dec-25,1,"One of the worst services I have ever experienced.
My shipment has been stuck for more than a month.
Neither the dispatcher nor the receiver has any status updates.
Whenever I call, the only reply I get is that they don’t have any information.
My humble request: please do not ship your valuable items with this irresponsible company. They are not reliable.
My AWB number is-424602959872
Nobody knows where is my shipment",Trustpilot – FedEx (www.fedex.com),
3-Feb-26,1,"FedEx is the ""Temu of all delivery services""
Had I known that my $1000+ order with WebRestaurant was going to be sent via Fed Ex I would have ordered from somewhere else!

FedEx Home Delivery should be renamed Temu FedEx. It's the ultra budget, ""we don't care about your business""delivery.

I ordered expensive commercial kitchen equipment worth over $1200 that split into 4 shipments. Fed Ex promised that it would be delivered by Carlos.
You can even play pretend with them feeling like you're really tracking your driver's deliveries. It's just the same game with them.
Fed Ex pretends that is going to ship on a stated date, then gives you a time in the afternoon. Then it pushed it up 3 hours earlier. I track it on the app and see that it's in my neighborhood... Says it will be to me by 1:30.
Then suddenly the truck disappears off my map and says it will be delivered by the end of business.
They've pulled this trick with me so many times that I'm done with them.
They used to be a great reliable company. The gold standard. I used them to ship myself and also to receive.
The USPS is ten times better.
UPS is 50/50
Fed Ex is the absolute worst.",Trustpilot – FedEx (www.fedex.com),
6-Feb-26,1,"Package from US to EU stuck in customs, did not inform us, then did not respond to our emails and then charged us for storage, They turned up at the door and wanted 300 euros EXTRA, for customs clearance and storage on samples worth 500 euros. How do people do business with this company. We rejected the Package, business lost for US company.",Trustpilot – FedEx (www.fedex.com),
6-Feb-26,1,"Terrible service. If I could give less than a 1 I would. Been waiting on an overnight package for 5 days that has been out for delivery for 2. I understand weather was an issue, but the roads have been clear for days. It is a very important package, they should be ashamed.",Trustpilot – FedEx (www.fedex.com),
5-Feb-26,1,"Tired of delayed packages for no reason
At 9:32 am on 2/5/26I received a message that James from Fedex had my walmart.com order and it was to be delivered that day. It was only 45 minutes from my house. At 1:32pm I received a text that said it was going to be delayed due to weather and would be delivered the next day. Here's the thing, there was no weather! However this morning, 2/6/26 we now have bad weather and I received another message that it is delayed. I understand why it was delayed today but why didn't I receive it yesterday??? There have been several times I would get a notice that it was delivered when it wasn't and because I complained they delivered for a period of time to Dollar Feneral and I had to go after them!",Trustpilot – FedEx (www.fedex.com),
6-Feb-26,1,"Poor excuse of a shipper!
FexEx is the sorriest shipper that ever existed.",Trustpilot – FedEx (www.fedex.com),
6-Feb-26,1,"Constant delays, inconsistent customer support
Called to check on a package that they said they had the wrong address for. The first time they verified my name and said the address was wrong. They said they fixed it. The second time it was delayed they said the aslddress was wrong and they were not allowed to fix it. But after hearing my frustration they were going to fix it. The third day it was delayed I called and they said my name didn't match. This company is trash and I will never use them for anything I personally mail

",Trustpilot – FedEx (www.fedex.com),
3-Feb-26,1,"My package very late
My package is over a week late & I can't contact anyone to assist me nor will they return my call. My medication is very important & I am having to go without my meds at this point!!!",Trustpilot – FedEx (www.fedex.com),
2-Feb-26,1,my recent experience with FedEx is indescribably bad. I cannot adequately express the frustration and aggravation that I got from FedEx. It is amazing how bad this company has gotten from something that was so admired.,Trustpilot – FedEx (www.fedex.com),
6-Feb-26,1,"Pedantic and chaotic customs clearing procedure
Pedantic customs clearing: First day asked for a screen shot of the order, despite having an invoice. Next day asked for all my tax details, third day asked for dimension without saying whether it was the parcel or content that was meant. Fourth day asked for a packing list. Now wondering what information is more needed to do their job. Parcel will have taken almost 4 weeks to be delivered. Most unimpressed.",Trustpilot – FedEx (www.fedex.com),
